key	word	type	en	crum	crum-last-page	dawoud-pages	categories	notes	senses	sisters	antonyms	homonyms	greek-sisters	quality
2494	(S,L,B,F) JwJ,apJwJ (B) JaJ-	noun	head, capital /$gk: κεφαλη, κεφαλαιον$/	799a		789a	anatomy		{"1": "head", "2": "capital", "3": "head (leader)"}					complete
2495	(S) JwJ	noun	needle	799a			tool			1108; 1461; 1629 #drv2342; 1615 #drv2301				complete
2496	(S) Ja$^a^$Je,JaJw+,JaJwou+	verb	{intr:} be hard, rough | {qual:}  /$gk: σκληρος, τραχυς, αυθαδης$/ | (as nn m) | (adj)	799a		733b,729a				1921; 2230; 183; 2842; 1383; 1583				complete
2497	(S,A) JaaJe	verb	{intr:} clap hands /$gk: επικροτειν$/	799b						804; 1657; 2374				complete++
2498	(S,A,L,O) JaJe (B) JaJi (F) JeJi (S) *JiJeeu,JiJeeue,JiJeou,JinJeeu,JinJeeue,JinJeue (A,L) *JiJeue (S,A) *JiJeoue	noun male/female	enemy /$gk: εχθρος, εναντιος$/ | (as adj) /$gk: εχθρος$/	799b		733b-734a	person							complete++
2499	(B) JaJw	noun	(sort of fuel)	800a		734a				2038; 1826; 136; 241; 946				complete
2500	(B) JiJi	verb	(with [reF-]), brigand	800a						154; 799; 2339; 1840; 930		1698		complete
2501	(S) JiJwi,GiJwi (B) JiGwi	noun	single lock (or) plait of hair (left on head) /$gk: σισοη$/	800a		751b,807a	anatomy			1875; 1007; 985; 2377				complete
2502	(B) JeJre	noun male	sorrel	800b		742b	species							complete
2503	(B) JeJs,JeSs,JoJs	noun female	ingot (of metal among silversmith's properties)	800b		742b								complete
2504	(B) JaGe (B) *JaGeu,GaGeu	noun	bent, maimed person /$gk: αναπηρος, χωλος$/	800b		734a				2585; 2555; 2360				complete
2505	(S) Jw$^w^$Ge,JwJe (B) GwJ (S) JeG-,JoG=,JoJ=,Jak= (Sf) JaG= (B) GoJ= (S) JhG+ (B) GhJ+	verb	{intr:} be dyed, stained | (as nn m) /$gk: βαμμα$/	800b		833a-833b,790b				1703; 2047				complete++
2506	(S) Ga	noun male	ugliness, deformity /*?*/	802a		791a								complete
2507	(Sf) Ga (S) kai	noun male	(a vessel)	802a		89a	container							complete
2508	(S,A,L,F) -Ge (S,B) -Je (F) -Gh (S) pGe (O) pke	particle	(enclitic particle) |$ then, therefore, but |$ again, once more |$$ (in neg phrase) |$$ (not negative)	802a		735b-736a								complete
2509	(B) Gh	noun male	quince	803a		799b	species							complete
2510	(S,A,L) Gie (S) Gieie,Gih (B) Giie (B,F) kih (F) *kihou	noun male	he-goat /$gk: τραγος$/	803a		804a,99b	species			580; 2731; 1240; 1044; 1462; 2759; 714				complete
2511	(B) Gih,Sih	noun male	border, limit /$gk: οριον$/	803a		803b-804a				236 #drv2427; 498				complete
2512	(S) Gboi,Gboe (Sa) GFoei (A,L) Gba$^e^$i (B) Jfoi (F) Gbai	noun male	arm (of man), leg (of beast) /$gk: βραχιων, ωμος$/	805a		770a,794b	anatomy			191; 475; 1155		408		complete
2513	(S) GabGab,GaFGaF,kaFkaF,gaFkaF,GabGhb	noun	chick-pea	806a		791a,794a,92b	species			2756				complete
2514	(S) *GebGib,GibGib	noun	fragments, shreds /*?*/	806a		795b,803b								complete
2515	(S) $^GobGb^$,GbGwb=	verb	{tr:} tread to pieces (or sim)	806a		813b,794b								complete
2516	(S) GwbGwbe	noun	leaf of melon	806a		824b	anatomy							complete
2517	(B) Giks	noun male	spindle /*?*/	806a		804a	tool	This might mean <i>a piece of wood to which the rope holding the loom parts is stretched</i>. <a target="_blank" rel="noopener,noreferrer" href="https://docs.google.com/document/d/1fcP07q3RS3h6gcAMxBI_vQA2vu7_0SwFBOTlv249YWQ">See</a>.		1082; 2057				complete
2518	(S) Gl,Gal	noun male	weapon /$gk: ασπις$/	806a		807b,791b	tool							complete
2519	(L) Ghl	noun male	cry	806a						1874; 2052; 186; 467; 967; 421; 2874; 2268				complete
2520	(S) Gwl,G$^e^$l-,Gwl- (F) Gal- (S) Go$^o^$l=,kol=,kel+ (S) ^Gal-	verb	{tr:} collect, gather /$gk: συλλεγειν$/	806b		824b-825a				1031; 1671; 361; 49; 1396		2521; 77		complete++
2521	(S,L,F) Gwl (S,L,B) kwl (L) Gwle (B) Jwl (S) Gl- (L) Gwl- (B) kel-,Jel- (S) Go$^o^$l= (B) kol=,Jol= (F) Gal= (S) Ghl+ (B) Jhl+	verb	{intr:} return, roll back, curl up /$gk: ελισσειν, αποχωριζειν$/ | {tr:}  /$gk: ελισσειν, πτυσσειν$/	807a		109b				786		2520; 77		complete++
2522	(B) Geli	noun male	butter /$gk: βουτυρον$/	807b		796a	food			163; 1458				complete
2523	(S) Go$^e^$ile,koile (A) Gaeile (A,L) Gaile (B) Jwili (F) Gaili,Jaali,Gali$*,kali (S) Gale- (A) Galo- (S) Galww=,Galwou+,kalwou+,Galhu+,Galhut+,Galoout+ (A) Galit+ (L) Gelit+ (B) Jalhout+,Galhout+	verb	{intr:} dwell /$gk: παροικειν$/	807b		773b-774a,774a,813b				13				complete++
2524	(S) Gwwle	verb	{intr:} burst, split /*?*/	809b		832a-832b				898; 1302; 1312; 895				complete
2525	(S) Gwwle,kwle (B) Jol,Jwl	noun male	flat cake, loaf	810a		756b,832b	food			861; 1243; 2640; 2804; 2858; 1696; 835		2393; 3358		complete
2526	(S,L,B) Gla (S) kla,Glo (Sf) Gle (B) GlaH	noun male	wave /*?*/	810a		807b,808a								complete++
2527	(B) Glh	noun female	scorpion /$gk: σκορπιος$/	810a		808a	species			1767 #drv2722				complete
2528	(S) Glh	verb	{tr:} (meaning uncertain), strengthen, support /*?*/	810a			doubtful							complete
2529	(S) Glo (A) Gla	noun male	vanity, futility	810a		808b								complete
2530	(B) Glo	verb	{tr:} surround, besiege /$gk: φρασσειν$/ | (as nn m), ([Grw] f), hedge, fence /$gk: φραγμος$/	810a		808a-808b								complete++
2531	(B) Gloi	noun female	ball	810b		808b								complete
2532	(S) Glw,klw,Glou	noun female	twig, firewood /$gk: κληματις$/	810b		809a	anatomy							complete
2533	(F) Glhb	noun	muzzle, (with [T]) /$gk: κημουν$/	810b						1520; 1986				complete
2534	(S) Golbe (B) Golbi,Solbi	noun female	garment of wool	810b		814b,583a				193; 2293; 1351; 1107; 1164; 2428; 2659; 1360; 79 #drv3360; 3358 #drv3975; 796		1903		complete
2535	(B) Glwbi	noun male	scissors	810b		809a	tool							complete
2536	(F) Gelbesi,Jelbesi	noun	purple /$gk: πορφυρα$/	810b										complete
2537	(S) Glboou,Gelbau (B) JelFau	noun	(fish), silurus mystus	810b		738a,796a	species							complete
2538	(S) Gelboou	noun male	(meaning unknown, plant, cereal ?)	810b		796a	doubtful							complete
2539	(B) Galouks,Salouks	noun female	scarabeus beetle	810b		792a	species			573; 2158; 2262 #drv3555; 1894				complete
2540	(S,A,B,F) Glil	noun male	burnt-offering /$gk: ολοκαυτωμα$/	811a		808a				2010				complete
2541	(S) *Glil	noun	axe	811a			tool			1163; 784; 724				complete
2542	(S) G$^e^$lm,Gllm,kelm (A) Glbe	noun	dry, sticks, twigs	811a		808a,796a	anatomy							complete
2543	(B) Glam,Slam	verb	kindle	811a		578b,807b				117	741			complete
2544	(S) G$^e^$lmai,Gelma,kelma,Galma,Gelmhn,kulman (Sf,F) Gelmaein (F) Jilmin (NH) Glmeei *^<a href=ext codex II - The Gospel of Thomas;107;49;10;apmaaJe mpGlmeei ouwGp">Ext</a>^*"	noun male	jar, vase /$gk: σταμνος$/	811a		796a	container			792; 2837; 1460; 1097; 2803; 948; 1049; 2022; 3266				complete
2545	(S) Glomlm,klomlm$* (A,L) Glamlm (B) Glomlem,klomlem,xlomlem (S) Gl$^e^$mlwm- (S,L) Glmlwm= (S,Sf) lmlwm= (S,B) Glemlwm= (S,L) Glmlwm+ (S) Glmlom+,Glmlomt+,lmlwm+,lmlhm+ (B) Glemlwm+,lemlhm+	verb	{intr:} be twisted, implicated /$gk: εμπλεκεσθαι, περιπλεκεσθαι, συμποδιζεσθαι$/ | {qual:} | {tr:} embrace	811a		808b-809a				529; 2181; 2199; 1061; 1811; 11; 2402		1789		complete++
2546	(B) Gwlp,Golp=	verb	{tr:} create /$gk: πλασσειν$/	812b		826a				252; 476; 284		2547; 2548		complete
2547	(B) Gwlp	noun male	faggot, (used as) raft	812b		826a	vehicle			1093		2546; 2548		complete
2548	(B) Gwlp	noun	projecting roof, veranda	813a		826a	construction					2546; 2547		complete
2549	(B) Glap,Galp	noun male	mass, lump	813a		807b-808a				1696				complete
2550	(S) Gales	noun female	(meaning unknown, part of a mill)	813a		792a	doubtful							complete
2551	(S) Gooles	noun female	thigh	813a		816a	anatomy							complete
2552	(S,L,B) Glwt (B) Slwt (L) Glwte (S) *Gloote,Glote,GlooGe (L) *Glate	noun male/female	kidney, (also other internal organs) /$gk: νεφρος, ξοα$/	813a		809a-809b	anatomy							complete
2553	(S) Galite	noun female	(vessel or measure)	813a		792a	container, unit							complete
2554	(S) GaloubiH (B) balmbeH,balmbaH,aloubeH	noun male	bald-headed person /$gk: αναφαλαντος$/	813a		3b,19a	person			2872; 2683; 1739; 1464; 2999				complete
2555	(B) GlwouS,SlwouS,GalwouS	noun male	maimed, paralysed person	813b		809a	person			2585; 2504; 2360				complete
2556	(L) GalaSire	noun male	strong man, giant /*?*/	813b			person			2695				complete
2557	(S) G$^e^$lH,GlaH	noun male	shoulder	813b		796a,808a	anatomy			475 shoulder; 457 #drv1299; 288 #drv941; 437 shoulders				complete
2558	(S,A) GalaHt (S) GalaHte (Sf,F) GaleHt (S) kalaHt	noun female	pot /$gk: χυτρα$/	813b		791b-792a	container			3169; 948; 2669; 2022; 2225				complete
2559	(B) GaloJ (F) GalaJ (S) *Jalau$^J^$ (B,F) *GalauJ (F) *JalauJ,JalauJH (O) *GalaouG	noun female	foot, knee /$gk: πους$/	814a		792b,731a	anatomy			306; 716; 645; 378; 461				complete
2560	(S) GloG,tloG (B,F) GloJ (B) JloJ (A,L,F) GlaG (F) GaleJ	noun male	bed, bier /$gk: κλινη, κλιναριον, κραβαττος, κοιτη$/	815a		809a				963		2561		complete
2561	(S) GloG,eGloG (A) eGlaG (B) GloJ,Glot,eGloJ,eJloJ,SlwJ	noun male	gourd	815a		809a	species			582; 1698; 1953; 2430; 2908		2560		complete
2562	(S,L) GlooGe,GloGe (S) kloge,tlooGe,tlwGe (F) tlaGe	noun female	ladder /$gk: κλιμαξ$/	815b		809a				1050; 484; 3040				complete
2563	(S) GolG$^e^$l (L) GalGl (B) JelJel$* (S) G$^e^$lGwl=,klkwl= (B) JelJwl= (S) G$^e^$lGwl+	verb	{tr:} spread to dry /$gk: ξυχειν$/ | (as nn) /$gk: ξυγμος$/	815b		738a,815b				605; 1676; 701	2257; 1453			complete
2564	(S) Gam	noun	bull /*?*/ /$gk: ταυρος$/	815b		792b	species							complete
2565	(S) Gom	noun female	court, hall /*?*/ /$gk: αυλη$/	817b						742; 1249; 520; 274				complete
2566	(S) Gaime	noun	hen, domestic fowl	818a		791a	species			2811; 2401; 1272				complete
2567	(B) Gime,Gimh	verb	{intr:} take pleasure /$gk: απολαυσιν εχειν$/ | (as nn m), satiety, debauch /$gk: κραιπαλη$/	818a		804a				307; 282; 322; 2402; 2439; 2677; 699			C11111	complete
2568	(S) $^Gwwk^$,Gwk=	verb	{tr:} make, form /$gk: κατασκευαζειν$/	818b										complete
2569	(S,A,B,F) Gamoul (S) kamoul (B) Jamoul (S) ****Gamaule,kamooule,kamhle (Sf) ****Gameule (B) ****Jamauli,Gamauli,Jameuli (S) *Gamaule,Gamoule,kamooule,kamaule (B) *Jamauli,Gamauli (F) *Gameuli	noun female	camel /$gk: καμηλος$/	818b		792b,731b	species			2835				complete
2570	(S) GomG$^e^$m (A) GamGme (L,F) GamGm (B) JomJem (F) GamGhm (L) GamGm- (S,A,L) GmGwm= (B) JemJwm=	verb	{intr:} touch, grope /$gk: ξηλαφαν$/ | {tr:}  /$gk: ξηλαφαν$/	818b		759a,815b				2489; 131 #drv5329; 2350				complete++
2571	(S,L,F) Gin- *^for [Gi n-]^* (L) Gim- (S) kin- (S,A) Gn- (S,B,F) Jin-	verbal prefix	(mostly f S,Sa,F, m B, verbal prefix forming nn of action), act of, manner of	819a		749a,804a				2979				complete++
2572	(S) Gon (Sa) Gan (B) Jon	noun male	low, hollow place /$gk: κοιλας, φαραγξ$/	819b		759a-759b				1731				complete
2573	(S) Gine	noun	(meaning unknown, in some way related to /*epithet of*/ goat's gall)	821a			doubtful							complete
2574	(B) Gno (S) Gennhut+ (B) Gnhout+	verb	{intr:} be hard /$gk: πηγνυναι$/	821a		811a,811a				2455; 2624; 1842; 1647		2577; 2578		complete
2575	(O) Gwnm	verb	{intr:} be blinded	821a										complete
2576	(S) Ginmout,Gimout,Ginmot,knmout,Gmmout,GinHout,GimHout,GmHout,GemHout (B) Gimout	noun female	the Pleiades /$gk: Πλειας$/	821a		804a			{"1": "the Pleiades"}					complete
2577	(S,B) Gnon (Sf,F) Gnan (S,A,F) Ghn+ (S) Gon+ (L) Gan+ (B) Jhn+,Gnhout+	verb	{intr:} be soft, smooth, weak /$gk: απαλυνειν, μαλασσειν$/ | {qual:}  /$gk: απαλος, μαλακος$/	821a		811a-811b						2578; 2574		complete
2578	(B) Gnon,Gno$^n^$,Gne- (S) Jne-	verb	{tr:} bend, bow (with [Jw]) head /$gk: υποτασσειν$/	821b		811b,811a,753b				2371; 2635		2577; 2574		complete
2579	(F) Gannas$$	-	(meaning unknown, as epithet /*?*/ of 2 impplements)	822a			doubtful							complete
2580	(S,A) Gons (A,L,F) Gans (L) Gaans (B) Jons (F) Ja$^n^$s	noun	might, violence (or sim, as adj) /$gk: βιαιος$/ | (adverbial) |$ /$gk: βιαιως$/ |$ hardly (B) /$gk: μολις$/	822a		759b,815b,804a-804b								complete++
2581	(S,A,F) Gwnt (S) kwnG$* (S,L) Gwwnt (B) Jwnt (S) Gont+ (A,L,F) Gant+ (L) Gaant+ (B) Jont+	verb	{intr:} be wroth /$gk: οργιζειν, θυμουσθαι$/ | {qual:}  /$gk: οργιζειν, απειλειν$/	822b		780a-780b,827a								complete++
2582	(S) Ginoupl,Genoupl,Ginoual,Ginoubal,knibhl (L) Ginouel (F) Geouhl	noun	(kind of) ship	823b		804a,796b								complete
2583	(S,B) Gop (Sa) kap (L) Gap	noun female	(cutting instrument)	825a		816b						645		complete
2584	(B) GnouF,GnwF	noun male	heavy object	824a		812a	doubtful					2427; 3187		complete
2585	(S) GanaH (Sf,F) GaneH	noun	maimed, crooked person /$gk: κυλλος$/	824a		792b-793a	person			2504; 2555; 2360				complete
2586	(S) GwnaG,GounaG,GwnG,Gounage$$,GounaGes,kaunakes,kaunakos	noun male	= καυνακης, γαυνακης, cloak	824a		827a				1355				complete
2587	(S) GwnG,GwG,GwnGn,G$^e^$nG-,GnGn-	verb	{tr:} wring, nip off /$gk: αποκνιζειν$/	824a		827a				2615; 1715				complete
2588	(S) GinGe,GiGe	noun	(meaning uncertain, ?) scale, link (of armour)	824a			doubtful			608				complete
2589	(S) GinGlw,GinGlo,GinGelw,GinGlou,Gintlw,GnGelw,GenGlw,GnGelo,kanklw,GiGlw,GwlGelw (B) JelJou,JalJou,JeJou (F) GinGilw,GerGw	noun female	bat /$gk: νυκτερις$/	824a		738a,731b,804b	species							complete
2590	(S,L) GnGn (S) GenGen,GmGm,JnJn,JinJin$*,JmJm (B) JenJen	verb	{intr:} make music (with instrument or voice)	824b		740a,812a,796b				2280; 39; 806; 1719; 1444				complete
2591	(S) GinGin (B) JinJin	noun male	rocket (/*plant*/)	824b		750a	species							complete
2592	(S,L,F) GinGwr (A) GnGwr (B) JinGwr	noun male	talent, (weight or coin) /$gk: ταλαντον$/	824b		750a,805a	unit			862; 1503; 1849; 2868; 1566; 876; 2911; 839				complete
2593	(S) GnGeH,GenGeneH	noun male	elephantiasis	824b		812a								complete
2594	(S) Ghpe (A) khpe (B,F) Ghpi (F) Jhpi	noun female	cloud /$gk: νεφελη, νεφος$/	825b		800a				259				complete
2595	(S) Gope,Gop,Gape,Gaph,Gapei	noun	small vessel, (so) small quantity	825b		817a	container							complete
2596	(S) Gwpro (S,B) Jepro (B) Jefro,Jebro	noun female	farmstead, hamlet /*?*/	827a		740a-740b								complete
2597	(B) Gips	noun male	wrinkle (on skin, bark)	827a		805b	anatomy			1974; 1800; 2744 #drv244				complete
2598	(S) Gouc	noun male	(meaning unknown, among sailor's requirements)	827a			doubtful							complete
2599	(S) Gapat	noun female	collar-bone	827b		793a	anatomy							complete
2600	(L) *Gapet (B) *Jafat	noun	fibre /*?*/ (of palm tree)	827b		732b	anatomy			2884; 2431; 1139; 1872; 1979; 406 #drv208				complete
2601	(S) Gap$^e^$iJe,GapiJh,kapiJe,GapiJou (B) JapiJi,JafiJi,JapaJi	noun male/female	(a dry measure)	827b		732a,793a,90b	unit							complete
2602	(B) Gwr,Gour	noun male	smoke, cinder	827b		828b,819a				844; 2762; 847				complete
2603	(Sa) Gira= Gire-,Gira= Giro- (S) Giro= Giri- (Sa) gero= gerw-	verb	be like, resemble /*?*/	827b		805b								complete
2604	(S) Gre	noun	(meaning uncertain), cattle, sheep (or) stags	828a			doubtful							complete
2605	(B) Gre,Grh	noun female	ladle	828a		820b				485 #drv2668; 2406 #drv3848		2606		complete
2606	(S,B) Grh (A) Gri	verb	{intr:} dig /$gk: σκαπτειν$/ | {tr:}  /$gk: σκαπτειν$/ | (nn m)	828a		820b-821a				265; 266; 1881; 1883; 574; 2653 #drv4098	1959	2605		complete
2607	(B) Grw	noun female	dew, fine rain	828a		823a				745; 1831; 1146; 238 #drv1021				complete
2608	(S) Gwrm	verb	{tr:} seize (or sim)	828b										complete
2609	(S) Grim	noun	(meaning doubtful), bit, fragment ?	828b			doubtful							complete
2610	(S) Groompe,Gerompe (A,L,F) Grampe (A) Graampe (B) Grompi (F) Gerampe,Jrampi (NH) Grompe *^<a href=ext codex II - The Gospel of Thomas;107;40;12;nakeraios nqe nnGrompe">Ext</a>^*"	noun male/female	dove /$gk: περιστερα$/	828b		822a	species							complete
2611	(B) Grwp	noun male	oven	829a		823a	tool			2493; 540; 1633; 888				complete
2612	(S,A,L) Grhpe (S) Grhhpe *^<a href=ext Discourse on Abbaton by Timothy;1069;10;29;aFkw Hi JwF n ouklom n eoou mn ouGrhhpe n rro;Life of Bishop Pisentius;1053;30;16;pai nta pnoute T naF n teGrhhpe ntmntero;Instructions of Apa Pachomius;1055;28;14;nte pekma n Swpe Swpe nak ntafos Sante pnoute tounosk nFT nak nteGrhhpe m peJro">Ext</a>^* (Sf,B,F) Grhpi"	noun female	diadem /$gk: διαδημα$/ | sceptre /$gk: σκηπτρον$/	829a		821a	tool			811; 795				complete
2613	(S) Garate	noun	carob pod = κερατιον	829a		793a	species			2446				complete
2614	(S) Gorte,korte (S,F) Garte (Sa) karte (Sf,F) GarT (B) JorT (F) GalT	noun female	knife, sword /$gk: μαχαιρα$/	829b		817a,762b	tool							complete
2615	(S) $^GwrF^$ (B) Gwrp (S) GorF=,korF=	verb	{tr:} nip off /$gk: αποκνιζειν$/	829b		830b				200; 2065; 1538; 1580; 2587; 1715		27		complete
2616	(S,L,F) GwrH (S) kwrH,GwraH (B,O) JwrH (B) eJwrH	noun male	night /$gk: νυξ$/ | (as adj) /$gk: νυκτερινος$/	829b		51b,784b,830b	time			1757	64			complete
2617	(S,F) GrwH (S) krwH,GrwwH,kroH (B) GroH,JorH+ (F) JarH+	verb	{intr:} be in want, needy, disminished /$gk: υστερειν$/ | {qual:} | {tr:} (S)	829b		822b-823a				67; 122; 1073; 1378				complete++
2618	(B) GrhHi	noun male	rawness, raw /*fruit*/	830a		821a				697; 950				complete
2619	(S) GorJ,GorJe (B) ****JerJi	noun male	filth /$gk: ρυπος$/ | (a disease B)	830a		741a,817b								complete
2620	(S) GrhGe (B) GrhJi (F) GrhGi	noun male/female	(m once), dowry /$gk: φερνη$/	832a		821a				2191; 2210				complete
2621	(S) GarGatane,Garathnh	noun female	bread-basket (or sim)	832a		793a	container			585; 1401; 2421; 2730; 406 #drv209; 2427				complete
2622	(S) Ges	noun	(nn /*adj*/, meaning unknown, epithet of iron)	832a			doubtful							complete
2623	(S) Gos (Sa,F) Gas (S) kas (B) Jos (S,F) Gis- (S) Ges- (L) ks- (B) Jes-	noun male	half | (after nn or numeral) /$gk: ημισυ$/	832a		762b,741a,817b	number							complete
2624	(S) $^Gws^$,kes+	verb	{intr:} be hard, dry	832b		97b,830b,785b				2455; 1647; 1842; 2574				complete
2625	(B) Gws	noun male	flatus ventris	832b		831a	biology			1479; 2385		2455		complete
2626	(S) Gosm (A,L) Gasme (L,F) Gasm (B) Josem (F) Jasem	noun male	darkness, tempest /$gk: γνοφος, ομβρος$/	832b		763a-763b	physics			168; 2157; 271; 846; 633	1; 709; 239			complete
2627	(F) Gast,Gaste	verb	{intr:} dance /$gk: ορχεισθαι$/	832b						2629				complete
2628	(S) Gost,Gast,kast,gast	noun male	(a measure of length, less than [nouH])	832b		818a	unit							complete
2629	(S) GosG$^e^$s (B) GosJes	verb	{intr:} dance /$gk: ορχεισθαι$/ | (as nn) /$gk: ορχησις$/	832b		818a				2627				complete
2630	(L) Gait	verb	(prob qual of [tGaeio])	832b						390				complete
2631	(S,A) Gwt (B) Jwt (NH) Jwte *^<a href=ext codex II - The Gospel of Thomas;107;46;9;oun HaH mpkwte ntJwte">Ext</a> ?^*"	noun female	drinking trough /$gk: ποτιστηριον$/	833a		785b,831a	container							complete+cz
2632	(B) GiwT	noun	tip of scorpion's tail, (a lunar station)	833a		807a	anatomy							complete
2633	(S,L,B,F) Gwtp (B) GwtF,GwFt (S,Sf,F) Gwpt (S) Getp-,Gwtp-,Gotp= (S,B) Gotp+ (F) Gapt+ (L) ^Gatp-	verb	{intr:} be defeated, overcome /$gk: θραυειν, ηττασθαι$/ | {tr:} defeat, overcome	833b		831a-831b				982	187			complete++
2634	(S) Gitre,kitre	noun female	(nn f /*?*/), cedrate, (kind of lemon)	834a		807a,100b	species							complete
2635	(B) Gwts (S) Gats+	verb	{tr:} bend, lower	834a		832a,793b				2371; 2578				complete
2636	(S,B) GwtH (S,B) JwtH (S) kwtH,GwHt (B) JwHt (S) GotH= (B) JotH= (S,B) GotH+ (S,B) JotH+ (A) GatH+,katH+	verb	{intr:} wound, pierce /$gk: τιτρωσκειν$/ | {tr:}  /$gk: τιτρωσκειν$/	834a		786a-786b,832a				819; 1925; 720; 954; 1635; 2464; 1752; 2297; 1262; 320				complete++
2637	(B) Ghou	noun male	coriander (plant)	835a		799b,800a	species			595; 2023				complete
2638	(B) Gou	noun	(ingredient in poison)	835a		819a	food							complete
2639	(S) Gouhl	noun male	(kind of) locust /$gk: αττακης$/	835b		819a	species			874; 2043				complete
2640	(S) Goulh	noun	thin loaf, cake	835b		819a	food			861; 1243; 2525; 2804; 2858; 1696; 835				complete
2641	(S) Ga$^o^$uon	noun male	(a drink)	836a			food							complete
2642	(S) Gooure,Gaure	noun	slave (or sim as term of contempt)	836a		816b	person			568; 905; 367; 468 #drv3001; 1965 #drv3075; 171 servant	1330; 17; 1172; 18			complete
2643	(S,A) GwouG (B) JwouJ$* (S) GoouG+ (Sf) GaouG+,GoouJ+ (A,L) GauG+	verb	{intr:} be twisted, crooked | {qual:}  /$gk: σκολιος, σκολιαζειν, στρεβλος$/ | {tr:}  /$gk: σκολιαζειν$/	836a		781b,827b								complete
